Nelson_data\ca\154940\182489\140874398.html,Prestige Mountain Resort Rossland,"""I recently stayed at the Prestige hotel in Rossland. My corner room was cozy, clean and welcoming. Enjoyed dinner on the back patio with the mountains behind us. There is major street construction out front, but this temporary (ending this Fall?) and will undoubtedly look great when complete. During construction it might be nice to be on the back-side of the hotel as I was.",4,positive,"September 21, 2012",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\153340439.html,Prestige Mountain Resort Rossland,"""My family (3, including 2 adult-sized children) stayed here for a skiing vacation, in a 2 queen\u002Fkitchenette unit which was clean and had everything we needed - except for one set of towels on the check-in day which was quickly corrected by the cleaning staff.  Room was a bit cramped with all the furniture: 2 queens, nightstand, dresser\u002FTV, desk\u002Fchair, table\u002F2chairs, upholstered bench, another chair; but the furniture was newer, and the room was comfortable and quiet.  I would highly recommend the restaurant in the hotel for dinner (supper) - we ate there every evening and did not even consider trying another place!  Staff at the front desk were also very helpful and attentive with easy check in\u002Fout and suggestions for the area - they even arranged to ship an item to us that we had left behind, which was greatly appreciated!  Would definitely stay here again, although would try to book in advance and get one of the theme rooms.",4,positive,"February 27, 2013",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\186182632.html,Prestige Mountain Resort Rossland,"""Spent 200 nights at this property, issues are minimal.  From a business perspective the only real annoyance is the wifi.  Due to the proximity to the US and the poor cell tower placement for Telus there are places in the hotel that you will not get cell coverage either.  \nThey have done work to the property and the cosmetics work. \nCoffee shop is open at a reasonable time and the food is pretty good. Great to see that the operator of the restaurant has taken over the coffee shop",4,positive,"November 28, 2013",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\210749465.html,Prestige Mountain Resort Rossland,"""A four day fishing trip on the \""upper Columbia\"" took me to Rossland.  The hotel was clean and comfortable and the in house facilities (food and beverage) were more than adequate.  The off-site dining establishments in this town are fantastic.  The Sunshine Caf\u00E9 for breakfast and the Garage, just across the street from the Prestige Resort, for dinner are just excellent.  And the best part of my stay was the friendly folks that live in this town.  Great time!",5,positive,"June 17, 2014",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\211194215.html,Prestige Mountain Resort Rossland,"""Room had terrible smoke odor,was told it use to be a smoking room, now converted to a non smoking room.  Overall, room was clean but needed refurbishing.  Traveling with elderly parents, not disability friendly.\n      \n      ",3,negative,"June 20, 2014",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\212316276.html,Prestige Mountain Resort Rossland,"""After driving 400 miles, this hotel was a very nice place to stop.  The rooms were outstanding, clean and were in super shape.  The restaurant in the hotel had some out of this world food, especially Italian food made fresh daily at the hotel.  A great place to stay.  No smells that my delicate nose could detect.",5,positive,"June 27, 2014",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\223455278.html,Prestige Mountain Resort Rossland,"""I travel to Rossland quite frequently for work and am always very impressed with the friendly faces that greet me when I arrive, particularly Lori Simon. Lori always goes above and beyond to make my stay comfortable and relaxing. I always enjoy my trip to Rossland.!",5,positive,"August 21, 2014",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\228404968.html,Prestige Mountain Resort Rossland,"""My work brings me to the Rossland area frequently and I always, ALWAYS stay at the Prestige Hotel.  Great location and very good service and food.  I would recommend this hotel to anyone travelling for work or pleasure.",4,positive,"September 11, 2014",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\232338471.html,Prestige Mountain Resort Rossland,"""I've always stayed at this resort and always have had excellent service from the staff, with great quality in the accomodations.  Rossland is an excellent town to explore, with great local flavor amenities.",5,positive,"October 2, 2014",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\236142156.html,Prestige Mountain Resort Rossland,"""Was charged almost 300.00 a night  during the week. Thursday night was more expensive than Friday Night, REALLY ! Room was like an oven, no working air conditioning even with the heat turned all the way down and the window open could barely sleep. Who puts a fridge in a room that can't be used, most of the TV Channels would freeze and you would have to turn the TV on and off to get them to work. Very overpriced and have stayed there before in the summer and paid much less. Very Disappointing !",2,negative,"October 24, 2014",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\251165343.html,Prestige Mountain Resort Rossland,"""The front of the house was not overly friendly or welcoming. It was if she was tolerating us coming in, and asking us questions...we were infringing on her personal time. The fridge didn't work. The rooms were small and cramped feeling for the price of the room. The tv was subpar for the price of the room. The hot tub was gross. Not very clean feeling at all.",3,negative,"January 16, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\258702520.html,Prestige Mountain Resort Rossland,"""Very clean hotel, great staff - hot tub and gym are small, but available. Quiet rooms with odd layouts, but super comfortable beds. Restaurant and bar at the hotel are awesome. I go for business a few times a year and am never disapointed.",5,positive,"March 9, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\259051759.html,Prestige Mountain Resort Rossland,"""The hotel was clean and the staff was very nice. Tory at the front desk was awesome. It is located right downtown within easy walking distance of a grocery store and restaurants. The cafe inside the restaurant has very good breakfasts.",4,positive,"March 11, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\260120973.html,Prestige Mountain Resort Rossland,"""Clean, wonderful staff, perfect location. Ideal for a ski vacation or for a summer hiking trip. Everyone was so helpful. The restaurant, Gabriella's, is fantastic. Little reason to go anywhere else as the food is fantastic and the variety is ideal. As a vegetarian it is sometimes difficult to find different dishes for a return visit but Gabriella's offered several. After dinner Thursday I looked forward to returning on Friday night. the wine list is also very nice with BC offerings as well as those from around the world. Prices are not bad either.\nRossland is not easy to get to but if you are flying, land in Spokane and you can be on the slopes of Red Mountain in about 3-4 hours. Nice, 24 hour boarding crossing is quick and friendly. in both directions, \nShuttle is right outside the door and runs every hour to other points in town and to Red Mountain.",5,positive,"March 17, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\262073667.html,Prestige Mountain Resort Rossland,"""Room we had was small at end of the hall.   Small closet, queen bed and couch squeezed together.  Wood desk chipped from over use.   Not. Much space for 2 people.   Room smelled of smoke when first arrived--yuk.  Does have small wine frig and safety deposit box in room.  Beer and wine store across the street, restaurant in hotel.",3,negative,"March 27, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\263353618.html,Prestige Mountain Resort Rossland,"""We arrived in Rossland late on Xmas Eve after driving from Vancouver International Airport. Checked in & the Manager on duty at reception was very helpful. The property entrance & reception was warm & welcoming. We enquired as to where we could book for Xmas dinner the next day.  She explained that there wasn't a lot  open but she would call around & let us know what was available.\n\nWe went to our room & returned down to the bar for a drink.  This was when we were advised that the restaurant that had been going to open had decided not to.  She had called around the town & even into the next town only to find that no-one was opening.  Around this time I was eyeing off the chip vending machine on Level 1 to see what delights might be available.  You see all the stores (grocery store, government Liquor Store, corner store) had closed by the time we arrived in town, except the privately owned Bottle Shop.  But she assured us that a solution would be found, even if she had to drive 200 kms to next Prestige property & drive a meal back for us. (How's that for service, people?)\n\nAnd a solution she found.... The breakfast Chef cooked Turkeys every Xmas morning in his own time (with the approval of the Restaurant Owner) for the Salvation Army & he offered to cook another one & come back to the Hotel for us & do Turkey, gravy, potatoes, carrots & asparagus.  We just had to supply our own drinks.  Which we did & also some beers for him.  The Manager joined us as she was on shift (there were only 3 rooms occupied for that night & the other two rooms had family in the town).  \n\nWhat a great night & made all the more memorable because of the effort, & the above & beyond service that was offered. And the food & company was great.\n\nApart from that memorable adventure, the location is perfect - right in town & starting spot for the ski shuttle. The rooms were warm & clean, quite large & comfy.  We stayed for 6 days & I would not hesitate staying with any Prestige property again if they are like their Rossland property",5,positive,"April 2, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\286272018.html,Prestige Mountain Resort Rossland,"""Very nice staff ,clean rooms ,lots of parking,easy to walk to places.Close to ski mountain and mountain bike trails.This is a very nice little town to visit.I would reccomend this hotel to anyone for business or pleasure.",5,positive,"July 6, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\286444169.html,Prestige Mountain Resort Rossland,"""I stayed at this hotel for the second time in two years. I love the upgrades to the hotel that were completed since my last visit, and the new bed was super comfortable! Friendly front desk and lounge staff helped make my stay a very pleasant one. Room rates are a little pricey, but discounts are given for seniors and CAA members.",4,positive,"July 7, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\291947801.html,Prestige Mountain Resort Rossland,"""Quaint little town with a relaxing atmosphere. Plenty of historic buildings to view as you wander down the short main street. The Hotel is located just minutes from Trail and nice scenic drive up the mountain to Rossland.",4,positive,"July 23, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\291947810.html,Prestige Mountain Resort Rossland,"""Be aware Rossland is tiny, this is the best and most normal hotel in Rossland. Others are kinda junky and the red mountain resort is expensive and still a few minute drive (but really only a few minutes). This hotel is right beside grocery store and bike shop and other little coffee shops etc. I can't imagine really staying anywhere else in Rossland.",5,positive,"July 23, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\293204000.html,Prestige Mountain Resort Rossland,"""Nice hotel and a great town. Bathroom was a bit small and laid out weird due to space limitations, I think.  Very clean with great staff.  We were very pleased with our stay. If you are in the area, check them out!!   JIM",4,positive,"July 27, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\299381760.html,Prestige Mountain Resort Rossland,"""We were on a motorcycle trip and had to change our plans at the last minute.  When we arrived at the hotel, Lori the manager greeted us and upgraded our room at no charge.  She offered covered parking for our bikes at the front of the hotel in front of the office window.  We were provided with rags to clean our bikes.  \nThe decor and furnishings throughout the hotel are very tasteful and comfortable.\nThe exceptional service continued when we got to the room.  It was very clean.  The mattress was extremely comfortable and the sheets were of very good quality.  The towels were plush and staged in a lovely design, along with the embossed toilet paper.  The shampoo, conditioner, lotion, bath salts, vanity kits (sewing kit, Q-tips etc things I haven't seen in a while in a hotel) were lovely and a nice addition.  Approximately 15 minutes later Lori, the manager phoned to ensure everything was to our liking.\nWe dined in the hotel and had a wonderful view of the valley.  The staff in the restaurant were very professional and welcoming.  The food was good and worth staying in.\nA quick breakfast in the cafe off the lobby had good food and great coffee.\nWe are eagerly planning our next trip to another Prestige Hotel.",5,positive,"August 14, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\299413949.html,Prestige Mountain Resort Rossland,"""beautiful scenery,  quiet, well appointed rooms with an excellent location, great food. overall a very positive experience.  Will definitely stay here again in the future  Staff very helpful and courteous",5,positive,"August 14, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\299744890.html,Prestige Mountain Resort Rossland,"""Rooms  up to date with quality fixtures.Very nicely appointed Hotel. Front lobby is nice, good ski and bike storage, nice weight room and jaccuzzi facilities. Staff very friendly. The breakfast coffee shop was really nice. Food pretty good and staff very friendly but service a bit slow on one of the 2 days we went there.",5,positive,"August 15, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\300981120.html,Prestige Mountain Resort Rossland,"""I've stayed at this hotel on several occassions and the quality of service and room cleanliness has always been top notch.  Gabriellas restaurant has excellent meals to choose from and offers a nice view of the surroundings.  The hotel is located in the heart of downtown and is close to amenities.",5,positive,"August 18, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\303130005.html,Prestige Mountain Resort Rossland,"""Clean, beautiful rooms and friendly, helpful staff made our stay very enjoyable. The area is very family friendly and also provides great parking. The outdoor patio was delightful for breakfast. This hotel is an easy commute to Trail - where we were celebrating an event.",5,positive,"August 24, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\315514165.html,Prestige Mountain Resort Rossland,"""too expensive for what it is. Bfast restaurant opens too late and the girl running it was growly. pub is run down and expensive, rooms were neat and tidy but small.  I'd stay somewhere cheaper next time, definitely don't get what you pay for here.",3,negative,"October 1, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\316465819.html,Prestige Mountain Resort Rossland,"""We had a suite on the third floor overlooking Columbia Street with great mountain views of the fall colors.  Our room was just perfect.  Only one problem the night-time deadbolt lock would not work.  \nWe had trikes and they let us park right out in front of the business office window, where it was staffed 24\u002F7.",5,positive,"October 5, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\321224501.html,Prestige Mountain Resort Rossland,"""Comfortable, nicely appointed and clean rooms in downtown Rossland. The Hotel has a great restaurant, and a nice coffee bar to get you started in the morning. The Gym is adequate but for you gym hounds you will find little to offer other than some good cardio machines. The hotel is very close to Red Mountain, and would be a good alternative to staying on the hill. I was impressed.",4,positive,"October 23, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\324990073.html,Prestige Mountain Resort Rossland,"""Great place for a conference. Location is great. Quaint little town. Wonderful trails for walking\u002Frunning. Good shopping. Friendly staff, good pub and great gym. Food service at the workshop was excellent",4,positive,"November 6, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\326418648.html,Prestige Mountain Resort Rossland,"""The service is fabulous. The front desk are wonderful. The restaurant incredible food. This is my second stay and the service etc., is consistent. The midnight shift gent was very kind and offered several items to assist me with my stay. He went over and above. All the staff go over and above. The serving staff can't do enough for you.",5,positive,"November 12, 2015",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\339237548.html,Prestige Mountain Resort Rossland,"""We had heard it was THE place to stay in Rossland, and weren't let down. The Prestige is clean, well-situated, and near the ski shuttle bus (which we did not end up taking, but it's good to have nearby). Covered parking, which helps in the snow. Helpful front desk. We had dinner in the bar area, and it was just OK \u2013\u00A0maybe the actual restaurant is better.",4,positive,"January 11, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\340569512.html,Prestige Mountain Resort Rossland,"""Nice big clean rooms, friendly staff, central location. Was on business but would stay here on a holiday too. Great banquet facility with very good food service. Can't wait to attend another function here.",4,positive,"January 16, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\344128605.html,Prestige Mountain Resort Rossland,"""Decent size room for two sharing Queen sized beds, clean rooms and bathroom as well. Staff where pleasant on check-in, internet speed was fairly good. Parking is just outside the hotel,so if it is icy you may need a scraper! is to drive to a from the slopes , just kept the gear in the car.",4,positive,"January 31, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\345733242.html,Prestige Mountain Resort Rossland,"""We were visiting family in Rossland so were there for a week.  The staff were wonderful as was the service. Being upgraded to the honeymoon suite was an added bonus and the bed was the comfiest I have ever slept in at an hotel! The coffee shop was great, super breakfast and the best cappuccino!!  We entertained 16 in the restaurant and everything went smoothly and the food was great.  The best chocolate mousse I have ever had!!  We will definitely be back!!",5,positive,"February 7, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\347456963.html,Prestige Mountain Resort Rossland,"""Found this hotel online. Perfect for our ski vacation. 2 rooms, bedroom and lounge area with small kitchenette. I would give 4 or 5 stars if the beds, pillows and couch were not hard as a rock and the bathroom a bit larger. Nice towels and the bathrobes were nice. Dining options were fine too even though we did walk down the street for dinner and breakfast some of the days we were there. We'll stay there again, but maybe the company will upgrade to better pillows and mattresses next year.",3,negative,"February 13, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\353757170.html,Prestige Mountain Resort Rossland,"""Nice enough hotel for a night or two.  The walls are very thin so you can hear everything your neighbours are doing or watching on TV.  Bring ear plugs. Room was clean and tidy, smelled at little funny at first but perhaps just needed to be aired out because that went away the second day.",3,negative,"March 7, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\354712967.html,Prestige Mountain Resort Rossland,"""About what you would expect.  Clean rooms.  Very friendly and helpful staff.  If you have a lot of bags the stairs may not be really handy but there are only three floors plus parking on a lower level.  In a small town everything is pretty convenient but they have most of what you need in one building.  There are ski lockers too.  The hot tub seemed small if there were more than a few people who wanted to use it at the same time.  So if you were hoping to do that after skiing it's something to consider.",4,positive,"March 11, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\354794246.html,Prestige Mountain Resort Rossland,"""The Prestige Resort is located in Rossland's downtown just a perfect location to explore the many interesting shops, galleries and fantastic restaurants.  Rossland located off the beaten track but definitely should not be missed.  We are not skiers but just read the positive reviews.  The service and rooms at the Prestige are superior, in fact we will be back to pay them a visit soon.   Thank you to all for the warm welcome.",5,positive,"March 12, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\354928509.html,Prestige Mountain Resort Rossland,"""We stayed at the Prestige Inn while skiing at Red.  I have stayed here since it was the old Uplander.  The updates were sorely needed the Prestige did a great job.  Rossland is one of those places where staying in town is nicer than slopeside, really nice restaurants, great coffee.  Not so much right on the ski hill. Nice hot tub, helpful staff, and free shuttle right outside to the ski hill.",5,positive,"March 12, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\361324720.html,Prestige Mountain Resort Rossland,"""We stayed in the same hotel in Nelson BC and paid way less there for a hotel with more amenities. No pool, only a jacuzzi. Rooms are smaller. Toilet did not flush well. Temperature in room cannot be controlled. Otherwise, it was clean and modern. There is a nice little cafe on site for breakfast that is reasonably priced.",4,positive,"April 3, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\374726154.html,Prestige Mountain Resort Rossland,"""we really liked the hotel and the evening staff.  The room was different, we asked for a room with a view and the it was a weird corner room at the end of the hall that was really small.  The restaurant was not that great, the food was okay and there were flies.  The view was amazing.",4,positive,"May 19, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\376190968.html,Prestige Mountain Resort Rossland,"""Everything you want in a hotel.\nGreat location\nGreat restaurant on site.\nclean rooms\nfree parking\ngood wifi\nreasonable rates. \n\nMy only negative comment is it is a bit pricey for Rossland.  Regardless I highly recommend this place. I would stay again without a doubt. Summer and Winter",5,positive,"May 24, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\378431172.html,Prestige Mountain Resort Rossland,"""Room 341 was small and did not have a place to put your clothes. There was a closet and an extra pullout sofa. Efficient clean bathroom. Staff extremely helpful friendly and a wonderful attitude. Elevator slow and I saw only one. Parking area nearest hotel only a limited number of spaces. But I would not hesitate to stay there again.",4,positive,"May 31, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\381702062.html,Prestige Mountain Resort Rossland,"""Good hotel in the middle of DT Rossland great locations lots of places to eat nearby. The hotel has a restaurant, gym, sauna, hot tub. Walls are a bit thin can hear quite a bit in your room from next door and from the hallways. Would recommend this hotel to anyone.  Oh and wifi is very good. Always important :)",4,positive,"June 11, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
Nelson_data\ca\154940\182489\383010165.html,Prestige Mountain Resort Rossland,"""Great staff, beautiful location and nicely equipped rooms. Very disappointing to have stayed and found that the central heating was off. No heat, so put on a sweater to stay warm. In the reception area the fireplace burns brightly and guests checking in get the impression of warm and cozy. Surprise!",3,negative,"June 15, 2016",1919 Columbia Avenue Box 1958,Rossland,Kootenay Rockies,V0G 1Y0
